1.0,2023-10-14 10:22:00,2023-10-14 12:52:00
1.0,2023-10-16 08:52:00,2023-10-16 15:52:00
1.0,2023-10-17 09:47:00,2023-10-17 15:47:00
1.0,2023-10-18 08:36:00,2023-10-18 15:36:00
1.0,2023-10-19 08:36:00,2023-10-19 15:36:00
1.0,2023-10-20 08:31:00,2023-10-20 15:31:00
1.0,2023-10-23 12:26:00,2023-10-23 15:26:00
1.0,2023-10-24 08:31:00,2023-10-24 12:22:00
1.0,2023-10-24 12:36:00,2023-10-24 15:45:00
1.0,2023-10-25 08:38:00,2023-10-25 12:08:00
